1779959446.216646 server started (21110): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959446.216673 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959446.216680 using libevent 2.1.12-stable poll
1779959446.216682 using ncurses 6.4 20240113
1779959446.245087 args_parse_flags: next next-matching-bracket
1779959446.245089 args_parse: flags end at 2 of 3
1779959446.245091 args_parse: 2 = next-matching-bracket (type STRING)
1779959446.245094 cmd_parse_build_commands: send-keys -X next-matching-bracket
1779959446.245096 args_parse_flags: next -Tcopy-mode
1779959446.245098 args_parse_flag_argument: -T = copy-mode
1779959446.245100 args_parse_flags: next C-M-f
1779959446.245101 args_parse: flags end at 2 of 4
1779959446.245103 args_parse: 2 = C-M-f (type STRING)
1779959446.245107 args_parse: 3 = send-keys -X next-matching-bracket (type COMMANDS)
1779959446.245112 cmd_parse_build_commands: bind-key -T copy-mode C-M-f { send-keys -X next-matching-bracket }
1779959446.245114 cmdq_get_command: [bind-key/0x647b21ebc290] group 1840
1779959446.245116 cmdq_append <global>: [bind-key/0x647b21ebc290]
1779959446.245123 yylex_token: end at WS
1779959446.245124 yylex_token: bind
1779959446.245126 yylex_token: end at WS
1779959446.245128 yylex_token: -Tcopy-mode
1779959446.245130 yylex_token: end at WS
1779959446.245132 yylex_token: M-m
1779959446.245134 yylex_token: end at WS
1779959446.245135 yylex_token: send
1779959446.245137 yylex_token: end at WS
1779959446.245138 yylex_token: -X
1779959446.245141 yylex_token: end at WS
1779959446.245142 yylex_token: back-to-indentation
1779959446.245145 cmd_parse_build_commands 0:0: bind
1779959446.245147 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245149 cmd_parse_build_commands 0:2: M-m
1779959446.245150 cmd_parse_build_commands 0:3 0:0: send
1779959446.245152 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245154 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1779959446.245156 cmd_parse_build_commands 0:0: send
1779959446.245158 cmd_parse_build_commands 0:1: -X
1779959446.245160 cmd_parse_build_commands 0:2: back-to-indentation
1779959446.245163 args_parse_flags: next -X
1779959446.245165 args_parse_flags: -X
1779959446.245166 args_parse_flags: next back-to-indentation
1779959446.245168 args_parse: flags end at 2 of 3
1779959446.245170 args_parse: 2 = back-to-indentation (type STRING)
1779959446.245174 cmd_parse_build_commands: send-keys -X back-to-indentation
1779959446.245175 args_parse_flags: next -Tcopy-mode
1779959446.245177 args_parse_flag_argument: -T = copy-mode
1779959446.245179 args_parse_flags: next M-m
1779959446.245181 args_parse: flags end at 2 of 4
1779959446.245183 args_parse: 2 = M-m (type STRING)
1779959446.245186 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1779959446.245190 cmd_parse_build_commands: bind-key -T copy-mode M-m { send-keys -X back-to-indentation }
1779959446.245193 cmdq_get_command: [bind-key/0x647b21ebc720] group 1848
1779959446.245195 cmdq_append <global>: [bind-key/0x647b21ebc720]
1779959446.245198 yylex_token: end at WS
1779959446.245199 yylex_token: bind
1779959446.245201 yylex_token: end at WS
1779959446.245203 yylex_token: -Tcopy-mode
1779959446.245205 yylex_token: end at WS
1779959446.245207 yylex_token: M-r
1779959446.245209 yylex_token: end at WS
1779959446.245210 yylex_token: send
1779959446.245212 yylex_token: end at WS
1779959446.245214 yylex_token: -X
1779959446.245216 yylex_token: end at WS
1779959446.245217 yylex_token: middle-line
1779959446.245220 cmd_parse_build_commands 0:0: bind
1779959446.245221 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245223 cmd_parse_build_commands 0:2: M-r
1779959446.245225 cmd_parse_build_commands 0:3 0:0: send
1779959446.245227 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245229 cmd_parse_build_commands 0:3 0:2: middle-line
1779959446.245231 cmd_parse_build_commands 0:0: send
1779959446.245233 cmd_parse_build_commands 0:1: -X
1779959446.245235 cmd_parse_build_commands 0:2: middle-line
1779959446.245241 args_parse_flags: next -X
1779959446.245242 args_parse_flags: -X
1779959446.245244 args_parse_flags: next middle-line
1779959446.245246 args_parse: flags end at 2 of 3
1779959446.245248 args_parse: 2 = middle-line (type STRING)
1779959446.245251 cmd_parse_build_commands: send-keys -X middle-line
1779959446.245253 args_parse_flags: next -Tcopy-mode
1779959446.245255 args_parse_flag_argument: -T = copy-mode
1779959446.245256 args_parse_flags: next M-r
1779959446.245258 args_parse: flags end at 2 of 4
1779959446.245260 args_parse: 2 = M-r (type STRING)
1779959446.245263 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1779959446.245268 cmd_parse_build_commands: bind-key -T copy-mode M-r { send-keys -X middle-line }
1779959446.245270 cmdq_get_command: [bind-key/0x647b21ebcb80] group 1856
1779959446.245272 cmdq_append <global>: [bind-key/0x647b21ebcb80]
1779959446.245275 yylex_token: end at WS
1779959446.245277 yylex_token: bind
1779959446.245279 yylex_token: end at WS
1779959446.245280 yylex_token: -Tcopy-mode
1779959446.245282 yylex_token: end at WS
1779959446.245284 yylex_token: M-v
1779959446.245286 yylex_token: end at WS
1779959446.245287 yylex_token: send
1779959446.245289 yylex_token: end at WS
1779959446.245291 yylex_token: -X
1779959446.245293 yylex_token: end at WS
1779959446.245294 yylex_token: page-up
1779959446.245297 cmd_parse_build_commands 0:0: bind
1779959446.245299 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245300 cmd_parse_build_commands 0:2: M-v
1779959446.245302 cmd_parse_build_commands 0:3 0:0: send
1779959446.245304 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245306 cmd_parse_build_commands 0:3 0:2: page-up
1779959446.245308 cmd_parse_build_commands 0:0: send
1779959446.245310 cmd_parse_build_commands 0:1: -X
1779959446.245312 cmd_parse_build_commands 0:2: page-up
1779959446.245315 args_parse_flags: next -X
1779959446.245317 args_parse_flags: -X
1779959446.245318 args_parse_flags: next page-up
1779959446.245320 args_parse: flags end at 2 of 3
1779959446.245322 args_parse: 2 = page-up (type STRING)
1779959446.245325 cmd_parse_build_commands: send-keys -X page-up
1779959446.245327 args_parse_flags: next -Tcopy-mode
1779959446.245329 args_parse_flag_argument: -T = copy-mode
1779959446.245331 args_parse_flags: next M-v
1779959446.245332 args_parse: flags end at 2 of 4
1779959446.245334 args_parse: 2 = M-v (type STRING)
1779959446.245337 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1779959446.245341 cmd_parse_build_commands: bind-key -T copy-mode M-v { send-keys -X page-up }
1779959446.245344 cmdq_get_command: [bind-key/0x647b21ebd080] group 1864
1779959446.245346 cmdq_append <global>: [bind-key/0x647b21ebd080]
1779959446.245349 yylex_token: end at WS
1779959446.245350 yylex_token: bind
1779959446.245352 yylex_token: end at WS
1779959446.245354 yylex_token: -Tcopy-mode
1779959446.245356 yylex_token: end at WS
1779959446.245358 yylex_token: M-w
1779959446.245360 yylex_token: end at WS
1779959446.245361 yylex_token: send
1779959446.245363 yylex_token: end at WS
1779959446.245365 yylex_token: -X
1779959446.245367 yylex_token: end at WS
1779959446.245369 yylex_token: copy-pipe-and-cancel
1779959446.245371 cmd_parse_build_commands 0:0: bind
1779959446.245373 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245375 cmd_parse_build_commands 0:2: M-w
1779959446.245377 cmd_parse_build_commands 0:3 0:0: send
1779959446.245378 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245380 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779959446.245383 cmd_parse_build_commands 0:0: send
1779959446.245384 cmd_parse_build_commands 0:1: -X
1779959446.245386 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779959446.245389 args_parse_flags: next -X
1779959446.245391 args_parse_flags: -X
1779959446.245393 args_parse_flags: next copy-pipe-and-cancel
1779959446.245395 args_parse: flags end at 2 of 3
1779959446.245397 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779959446.245400 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779959446.245405 args_parse_flags: next -Tcopy-mode
1779959446.245407 args_parse_flag_argument: -T = copy-mode
1779959446.245409 args_parse_flags: next M-w
1779959446.245411 args_parse: flags end at 2 of 4
1779959446.245412 args_parse: 2 = M-w (type STRING)
1779959446.245416 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779959446.245420 cmd_parse_build_commands: bind-key -T copy-mode M-w { send-keys -X copy-pipe-and-cancel }
1779959446.245423 cmdq_get_command: [bind-key/0x647b21ebd4c0] group 1872
1779959446.245425 cmdq_append <global>: [bind-key/0x647b21ebd4c0]
1779959446.245430 yylex_token: end at WS
1779959446.245432 yylex_token: bind
1779959446.245434 yylex_token: end at WS
1779959446.245436 yylex_token: -Tcopy-mode
1779959446.245438 yylex_token: end at WS
1779959446.245440 yylex_token: M-x
1779959446.245442 yylex_token: end at WS
1779959446.245443 yylex_token: send
1779959446.245445 yylex_token: end at WS
1779959446.245447 yylex_token: -X
1779959446.245449 yylex_token: end at WS
1779959446.245451 yylex_token: jump-to-mark
1779959446.245453 cmd_parse_build_commands 0:0: bind
1779959446.245455 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245457 cmd_parse_build_commands 0:2: M-x
1779959446.245459 cmd_parse_build_commands 0:3 0:0: send
1779959446.245461 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245463 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1779959446.245465 cmd_parse_build_commands 0:0: send
1779959446.245467 cmd_parse_build_commands 0:1: -X
1779959446.245468 cmd_parse_build_commands 0:2: jump-to-mark
1779959446.245471 args_parse_flags: next -X
1779959446.245473 args_parse_flags: -X
1779959446.245475 args_parse_flags: next jump-to-mark
1779959446.245477 args_parse: flags end at 2 of 3
1779959446.245479 args_parse: 2 = jump-to-mark (type STRING)
1779959446.245482 cmd_parse_build_commands: send-keys -X jump-to-mark
1779959446.245484 args_parse_flags: next -Tcopy-mode
1779959446.245485 args_parse_flag_argument: -T = copy-mode
1779959446.245487 args_parse_flags: next M-x
1779959446.245489 args_parse: flags end at 2 of 4
1779959446.245491 args_parse: 2 = M-x (type STRING)
1779959446.245494 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1779959446.245498 cmd_parse_build_commands: bind-key -T copy-mode M-x { send-keys -X jump-to-mark }
1779959446.245501 cmdq_get_command: [bind-key/0x647b21ebdb20] group 1880
1779959446.245503 cmdq_append <global>: [bind-key/0x647b21ebdb20]
1779959446.245505 yylex_token: end at WS
1779959446.245507 yylex_token: bind
1779959446.245509 yylex_token: end at WS
1779959446.245511 yylex_token: -Tcopy-mode
1779959446.245513 yylex_token: end at WS
1779959446.245514 yylex_token: M-{
1779959446.245516 yylex_token: end at WS
1779959446.245518 yylex_token: send
1779959446.245520 yylex_token: end at WS
1779959446.245521 yylex_token: -X
1779959446.245524 yylex_token: end at WS
1779959446.245525 yylex_token: previous-paragraph
1779959446.245528 cmd_parse_build_commands 0:0: bind
1779959446.245530 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245532 cmd_parse_build_commands 0:2: M-{
1779959446.245534 cmd_parse_build_commands 0:3 0:0: send
1779959446.245536 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245537 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1779959446.245540 cmd_parse_build_commands 0:0: send
1779959446.245541 cmd_parse_build_commands 0:1: -X
1779959446.245543 cmd_parse_build_commands 0:2: previous-paragraph
1779959446.245546 args_parse_flags: next -X
1779959446.245548 args_parse_flags: -X
1779959446.245550 args_parse_flags: next previous-paragraph
1779959446.245551 args_parse: flags end at 2 of 3
1779959446.245553 args_parse: 2 = previous-paragraph (type STRING)
1779959446.245556 cmd_parse_build_commands: send-keys -X previous-paragraph
1779959446.245558 args_parse_flags: next -Tcopy-mode
1779959446.245560 args_parse_flag_argument: -T = copy-mode
1779959446.245562 args_parse_flags: next M-{
1779959446.245564 args_parse: flags end at 2 of 4
1779959446.245565 args_parse: 2 = M-{ (type STRING)
1779959446.245568 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1779959446.245577 cmd_parse_build_commands: bind-key -T copy-mode "M-{" { send-keys -X previous-paragraph }
1779959446.245579 cmdq_get_command: [bind-key/0x647b21ebe090] group 1888
1779959446.245581 cmdq_append <global>: [bind-key/0x647b21ebe090]
1779959446.245584 yylex_token: end at WS
1779959446.245586 yylex_token: bind
1779959446.245588 yylex_token: end at WS
1779959446.245589 yylex_token: -Tcopy-mode
1779959446.245591 yylex_token: end at WS
1779959446.245593 yylex_token: M-}
1779959446.245595 yylex_token: end at WS
1779959446.245597 yylex_token: send
1779959446.245598 yylex_token: end at WS
1779959446.245600 yylex_token: -X
1779959446.245602 yylex_token: end at WS
1779959446.245604 yylex_token: next-paragraph
1779959446.245606 cmd_parse_build_commands 0:0: bind
1779959446.245608 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245610 cmd_parse_build_commands 0:2: M-}
1779959446.245612 cmd_parse_build_commands 0:3 0:0: send
1779959446.245613 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245615 cmd_parse_build_commands 0:3 0:2: next-paragraph
1779959446.245618 cmd_parse_build_commands 0:0: send
1779959446.245619 cmd_parse_build_commands 0:1: -X
1779959446.245621 cmd_parse_build_commands 0:2: next-paragraph
1779959446.245624 args_parse_flags: next -X
1779959446.245625 args_parse_flags: -X
1779959446.245627 args_parse_flags: next next-paragraph
1779959446.245629 args_parse: flags end at 2 of 3
1779959446.245631 args_parse: 2 = next-paragraph (type STRING)
1779959446.245634 cmd_parse_build_commands: send-keys -X next-paragraph
1779959446.245636 args_parse_flags: next -Tcopy-mode
1779959446.245638 args_parse_flag_argument: -T = copy-mode
1779959446.245639 args_parse_flags: next M-}
1779959446.245641 args_parse: flags end at 2 of 4
1779959446.245643 args_parse: 2 = M-} (type STRING)
1779959446.245646 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1779959446.245651 cmd_parse_build_commands: bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1779959446.245654 cmdq_get_command: [bind-key/0x647b21ebe6c0] group 1896
1779959446.245655 cmdq_append <global>: [bind-key/0x647b21ebe6c0]
1779959446.245661 yylex_token: end at WS
1779959446.245663 yylex_token: bind
1779959446.245665 yylex_token: end at WS
1779959446.245666 yylex_token: -Tcopy-mode
1779959446.245668 yylex_token: end at WS
1779959446.245670 yylex_token: M-Up
1779959446.245672 yylex_token: end at WS
1779959446.245673 yylex_token: send
1779959446.245675 yylex_token: end at WS
1779959446.245677 yylex_token: -X
1779959446.245679 yylex_token: end at WS
1779959446.245680 yylex_token: halfpage-up
1779959446.245683 cmd_parse_build_commands 0:0: bind
1779959446.245684 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245686 cmd_parse_build_commands 0:2: M-Up
1779959446.245688 cmd_parse_build_commands 0:3 0:0: send
1779959446.245690 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245692 cmd_parse_build_commands 0:3 0:2: halfpage-up
1779959446.245694 cmd_parse_build_commands 0:0: send
1779959446.245696 cmd_parse_build_commands 0:1: -X
1779959446.245707 cmd_parse_build_commands 0:2: halfpage-up
1779959446.245712 args_parse_flags: next -X
1779959446.245714 args_parse_flags: -X
1779959446.245716 args_parse_flags: next halfpage-up
1779959446.245717 args_parse: flags end at 2 of 3
1779959446.245719 args_parse: 2 = halfpage-up (type STRING)
1779959446.245722 cmd_parse_build_commands: send-keys -X halfpage-up
1779959446.245724 args_parse_flags: next -Tcopy-mode
1779959446.245726 args_parse_flag_argument: -T = copy-mode
1779959446.245728 args_parse_flags: next M-Up
1779959446.245730 args_parse: flags end at 2 of 4
1779959446.245731 args_parse: 2 = M-Up (type STRING)
1779959446.245734 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1779959446.245739 cmd_parse_build_commands: bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1779959446.245741 cmdq_get_command: [bind-key/0x647b21ebede0] group 1904
1779959446.245743 cmdq_append <global>: [bind-key/0x647b21ebede0]
1779959446.245746 yylex_token: end at WS
1779959446.245751 yylex_token: bind
1779959446.245753 yylex_token: end at WS
1779959446.245755 yylex_token: -Tcopy-mode
1779959446.245757 yylex_token: end at WS
1779959446.245759 yylex_token: M-Down
1779959446.245760 yylex_token: end at WS
1779959446.245762 yylex_token: send
1779959446.245764 yylex_token: end at WS
1779959446.245765 yylex_token: -X
1779959446.245768 yylex_token: end at WS
1779959446.245769 yylex_token: halfpage-down
1779959446.245772 cmd_parse_build_commands 0:0: bind
1779959446.245774 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245776 cmd_parse_build_commands 0:2: M-Down
1779959446.245778 cmd_parse_build_commands 0:3 0:0: send
1779959446.245779 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245781 cmd_parse_build_commands 0:3 0:2: halfpage-down
1779959446.245784 cmd_parse_build_commands 0:0: send
1779959446.245785 cmd_parse_build_commands 0:1: -X
1779959446.245787 cmd_parse_build_commands 0:2: halfpage-down
1779959446.245790 args_parse_flags: next -X
1779959446.245792 args_parse_flags: -X
1779959446.245794 args_parse_flags: next halfpage-down
1779959446.245795 args_parse: flags end at 2 of 3
1779959446.245797 args_parse: 2 = halfpage-down (type STRING)
1779959446.245800 cmd_parse_build_commands: send-keys -X halfpage-down
1779959446.245802 args_parse_flags: next -Tcopy-mode
1779959446.245804 args_parse_flag_argument: -T = copy-mode
1779959446.245806 args_parse_flags: next M-Down
1779959446.245808 args_parse: flags end at 2 of 4
1779959446.245809 args_parse: 2 = M-Down (type STRING)
1779959446.245812 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1779959446.245817 cmd_parse_build_commands: bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1779959446.245819 cmdq_get_command: [bind-key/0x647b21ebf300] group 1912
1779959446.245821 cmdq_append <global>: [bind-key/0x647b21ebf300]
1779959446.245837 yylex_token: end at WS
1779959446.245839 yylex_token: bind
1779959446.245841 yylex_token: end at WS
1779959446.245843 yylex_token: -Tcopy-mode
1779959446.245845 yylex_token: end at WS
1779959446.245846 yylex_token: C-Up
1779959446.245848 yylex_token: end at WS
1779959446.245850 yylex_token: send
1779959446.245852 yylex_token: end at WS
1779959446.245853 yylex_token: -X
1779959446.245855 yylex_token: end at WS
1779959446.245857 yylex_token: scroll-up
1779959446.245871 cmd_parse_build_commands 0:0: bind
1779959446.245873 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245875 cmd_parse_build_commands 0:2: C-Up
1779959446.245877 cmd_parse_build_commands 0:3 0:0: send
1779959446.245879 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245880 cmd_parse_build_commands 0:3 0:2: scroll-up
1779959446.245883 cmd_parse_build_commands 0:0: send
1779959446.245885 cmd_parse_build_commands 0:1: -X
1779959446.245886 cmd_parse_build_commands 0:2: scroll-up
1779959446.245889 args_parse_flags: next -X
1779959446.245891 args_parse_flags: -X
1779959446.245893 args_parse_flags: next scroll-up
1779959446.245895 args_parse: flags end at 2 of 3
1779959446.245896 args_parse: 2 = scroll-up (type STRING)
1779959446.245900 cmd_parse_build_commands: send-keys -X scroll-up
1779959446.245902 args_parse_flags: next -Tcopy-mode
1779959446.245904 args_parse_flag_argument: -T = copy-mode
1779959446.245906 args_parse_flags: next C-Up
1779959446.245908 args_parse: flags end at 2 of 4
1779959446.245910 args_parse: 2 = C-Up (type STRING)
1779959446.245912 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1779959446.245917 cmd_parse_build_commands: bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1779959446.245921 cmdq_get_command: [bind-key/0x647b21ebf550] group 1920
1779959446.245923 cmdq_append <global>: [bind-key/0x647b21ebf550]
1779959446.245925 yylex_token: end at WS
1779959446.245926 yylex_token: bind
1779959446.245929 yylex_token: end at WS
1779959446.245930 yylex_token: -Tcopy-mode
1779959446.245932 yylex_token: end at WS
1779959446.245934 yylex_token: C-Down
1779959446.245936 yylex_token: end at WS
1779959446.245937 yylex_token: send
1779959446.245939 yylex_token: end at WS
1779959446.245941 yylex_token: -X
1779959446.245946 yylex_token: end at WS
1779959446.245948 yylex_token: scroll-down
1779959446.245951 cmd_parse_build_commands 0:0: bind
1779959446.245953 cmd_parse_build_commands 0:1: -Tcopy-mode
1779959446.245954 cmd_parse_build_commands 0:2: C-Down
1779959446.245956 cmd_parse_build_commands 0:3 0:0: send
1779959446.245958 cmd_parse_build_commands 0:3 0:1: -X
1779959446.245960 cmd_parse_build_commands 0:3 0:2: scroll-down
1779959446.245962 cmd_parse_build_commands 0:0: send
1779959446.245964 cmd_parse_build_commands 0:1: -X
1779959446.245966 cmd_parse_build_commands 0:2: scroll-down
1779959446.245969 args_parse_flags: next -X
1779959446.245971 args_parse_flags: -X
1779959446.245972 args_parse_flags: next scroll-down
1779959446.245974 args_parse: flags end at 2 of 3
1779959446.245976 args_parse: 2 = scroll-down (type STRING)
1779959446.245979 cmd_parse_build_commands: send-keys -X scroll-down
1779959446.245981 args_parse_flags: next -Tcopy-mode
1779959446.245983 args_parse_flag_argument: -T = copy-mode
1779959446.245985 args_parse_flags: next C-Down
1779959446.245987 args_parse: flags end at 2 of 4
1779959446.245989 args_parse: 2 = C-Down (type STRING)
1779959446.245992 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1779959446.245997 cmd_parse_build_commands: bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1779959446.246000 cmdq_get_command: [bind-key/0x647b21ebf6a0] group 1928
1779959446.246002 cmdq_append <global>: [bind-key/0x647b21ebf6a0]
1779959446.246004 yylex_token: end at WS
1779959446.246006 yylex_token: bind
1779959446.246008 yylex_token: end at WS
1779959446.246010 yylex_token: -Tcopy-mode-vi
1779959446.246011 yylex_token: end at WS
1779959446.246013 yylex_token: #
1779959446.246015 yylex_token: end at WS
1779959446.246017 yylex_token: send
1779959446.246019 yylex_token: end at WS
1779959446.246020 yylex_token: -FX
1779959446.246022 yylex_token: end at WS
1779959446.246024 yylex_token: search-backward
1779959446.246027 yylex_token: end at WS
1779959446.246028 yylex_token: #{copy_cursor_word}
1779959446.246031 cmd_parse_build_commands 0:0: bind
1779959446.246033 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246035 cmd_parse_build_commands 0:2: #
1779959446.246037 cmd_parse_build_commands 0:3 0:0: send
1779959446.246039 cmd_parse_build_commands 0:3 0:1: -FX
1779959446.246041 cmd_parse_build_commands 0:3 0:2: search-backward
1779959446.246043 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1779959446.246045 cmd_parse_build_commands 0:0: send
1779959446.246047 cmd_parse_build_commands 0:1: -FX
1779959446.246049 cmd_parse_build_commands 0:2: search-backward
1779959446.246052 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1779959446.246057 args_parse_flags: next -FX
1779959446.246059 args_parse_flags: -F
1779959446.246063 args_parse_flags: -X
1779959446.246067 args_parse_flags: next search-backward
1779959446.246072 args_parse: flags end at 2 of 4
1779959446.246074 args_parse: 2 = search-backward (type STRING)
1779959446.246077 args_parse: 3 = #{copy_cursor_word} (type STRING)
1779959446.246084 cmd_parse_build_commands: send-keys -FX search-backward "#{copy_cursor_word}"
1779959446.246087 args_parse_flags: next -Tcopy-mode-vi
1779959446.246089 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246092 args_parse_flags: next #
1779959446.246094 args_parse: flags end at 2 of 4
1779959446.246097 args_parse: 2 = # (type STRING)
1779959446.246103 args_parse: 3 = send-keys -FX search-backward "#{copy_cursor_word}" (type COMMANDS)
1779959446.246112 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward "#{copy_cursor_word}" }
1779959446.246116 cmdq_get_command: [bind-key/0x647b21ebfde0] group 1936
1779959446.246119 cmdq_append <global>: [bind-key/0x647b21ebfde0]
1779959446.246123 yylex_token: end at WS
1779959446.246125 yylex_token: bind
1779959446.246129 yylex_token: end at WS
1779959446.246131 yylex_token: -Tcopy-mode-vi
1779959446.246134 yylex_token: end at WS
1779959446.246137 yylex_token: *
1779959446.246140 yylex_token: end at WS
1779959446.246147 yylex_token: send
1779959446.246148 yylex_token: end at WS
1779959446.246150 yylex_token: -FX
1779959446.246152 yylex_token: end at WS
1779959446.246154 yylex_token: search-forward
1779959446.246156 yylex_token: end at WS
1779959446.246158 yylex_token: #{copy_cursor_word}
1779959446.246161 cmd_parse_build_commands 0:0: bind
1779959446.246163 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246165 cmd_parse_build_commands 0:2: *
1779959446.246167 cmd_parse_build_commands 0:3 0:0: send
1779959446.246169 cmd_parse_build_commands 0:3 0:1: -FX
1779959446.246171 cmd_parse_build_commands 0:3 0:2: search-forward
1779959446.246173 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1779959446.246175 cmd_parse_build_commands 0:0: send
1779959446.246177 cmd_parse_build_commands 0:1: -FX
1779959446.246179 cmd_parse_build_commands 0:2: search-forward
1779959446.246181 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1779959446.246184 args_parse_flags: next -FX
1779959446.246186 args_parse_flags: -F
1779959446.246188 args_parse_flags: -X
1779959446.246189 args_parse_flags: next search-forward
1779959446.246191 args_parse: flags end at 2 of 4
1779959446.246193 args_parse: 2 = search-forward (type STRING)
1779959446.246196 args_parse: 3 = #{copy_cursor_word} (type STRING)
1779959446.246200 cmd_parse_build_commands: send-keys -FX search-forward "#{copy_cursor_word}"
1779959446.246202 args_parse_flags: next -Tcopy-mode-vi
1779959446.246204 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246206 args_parse_flags: next *
1779959446.246207 args_parse: flags end at 2 of 4
1779959446.246209 args_parse: 2 = * (type STRING)
1779959446.246213 args_parse: 3 = send-keys -FX search-forward "#{copy_cursor_word}" (type COMMANDS)
1779959446.246220 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward "#{copy_cursor_word}" }
1779959446.246224 cmdq_get_command: [bind-key/0x647b21ec02e0] group 1944
1779959446.246226 cmdq_append <global>: [bind-key/0x647b21ec02e0]
1779959446.246231 yylex_token: end at WS
1779959446.246233 yylex_token: bind
1779959446.246235 yylex_token: end at WS
1779959446.246237 yylex_token: -Tcopy-mode-vi
1779959446.246239 yylex_token: end at WS
1779959446.246240 yylex_token: C-c
1779959446.246242 yylex_token: end at WS
1779959446.246244 yylex_token: send
1779959446.246245 yylex_token: end at WS
1779959446.246247 yylex_token: -X
1779959446.246249 yylex_token: end at WS
1779959446.246251 yylex_token: cancel
1779959446.246254 cmd_parse_build_commands 0:0: bind
1779959446.246256 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246257 cmd_parse_build_commands 0:2: C-c
1779959446.246259 cmd_parse_build_commands 0:3 0:0: send
1779959446.246261 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246263 cmd_parse_build_commands 0:3 0:2: cancel
1779959446.246265 cmd_parse_build_commands 0:0: send
1779959446.246267 cmd_parse_build_commands 0:1: -X
1779959446.246268 cmd_parse_build_commands 0:2: cancel
1779959446.246271 args_parse_flags: next -X
1779959446.246273 args_parse_flags: -X
1779959446.246275 args_parse_flags: next cancel
1779959446.246276 args_parse: flags end at 2 of 3
1779959446.246278 args_parse: 2 = cancel (type STRING)
1779959446.246281 cmd_parse_build_commands: send-keys -X cancel
1779959446.246283 args_parse_flags: next -Tcopy-mode-vi
1779959446.246285 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246287 args_parse_flags: next C-c
1779959446.246289 args_parse: flags end at 2 of 4
1779959446.246290 args_parse: 2 = C-c (type STRING)
